x,Rzeczywiste wartości,Wartości z wyrażenia
0.0,0.0,
0.04,0.07844142630656266,0.09574214508909877
0.08,0.1539220822722568,0.16761805705218583
0.12,0.22665737061400654,0.2373594892655036
0.16,0.29684001023654644,0.3050700563712843
0.2,0.3646431135879092,0.3708473389304964
0.24,0.430222759233891,0.4347828346205655
0.28,0.4937201558630516,0.4969622844214165
0.32,0.5552634731965591,0.5574660159414666
0.36,0.6149693994959214,0.6163692523155059
0.4,0.6729444732424258,0.6737423812062128
0.44,0.7292862271758185,0.729651187301845
0.48,0.7840841755520473,0.7841570539845186
0.52,0.8374206697163701,0.8373171428448212
0.56,0.8893716425228915,0.889184565632965
0.6,0.9400072584914713,0.9398085723311107
0.64,0.989392483672214,0.9892347901246454
0.68,1.037587586830335,1.0375055579684553
0.72,1.0846485816507234,1.0846604041919412
0.76,1.130627618100121,1.1307367013959164
0.8,1.1755733298042381,1.1757704948964862
0.84,1.2195311432417886,1.219797435860825
0.88,1.2625435536837155,1.262853671504046
0.92,1.3046503720793803,1.3049764862154487
0.96,1.3458889464848516,1.3462044934841597
1.0,1.3862943611198906,1.3865772750384087
1.04,1.42589961571225,1.4261345283010285
1.08,1.4647357874264533,1.4649149439945832
1.12,1.5028321773678424,1.5029551119842512
1.16,1.5402164433921475,1.5402887114468646
1.2,1.5769147207285406,1.5769461147961923
1.24,1.612951731733897,1.6129543943005642
1.28,1.6483508859326987,1.6483376246857426
1.32,1.683134371356437,1.6831173439460885
1.36,1.7173232380750374,1.7173130509370118
1.4,1.7509374747077997,1.7509426621949196
1.44,1.783996078610221,1.784022886538429
1.48,1.8165171203537815,1.8165695100872241
1.52,1.8485178030466638,1.848597599632492
1.56,1.8800145169829423,1.8801216403414145
1.6,1.9110228900548727,1.9111556247537844
1.64,1.9415578343164497,1.9417131079460315
1.68,1.9716335890455308,1.9718072407327074
1.72,2.001263760615812,2.0014507887156068
1.76,2.030461359458117,2.030656145098179
1.8,2.0592388343623163,2.0594353385370217
1.84,2.0876081043462293,2.0878000410512603
1.88,2.115580588295709,2.1157615765828113
1.92,2.1431672325603808,2.1433309318638867
1.96,2.170378536671938,2.1705187707582807
2.0,2.1972245773362196,2.197335453424284
2.04,2.2237150308362605,2.2237910620786243
2.08,2.2498591939709662,2.249895435866917
2.12,2.2756660036427823,2.2756582183830742
2.16,2.3011440551976414,2.301088922678328
2.2,2.3263016196113617,2.3261970198881885
2.24,2.3511466596084762,2.3509920580303456
2.28,2.3756868447921047,2.3754838149100017
2.32,2.399929565856794,2.3996824785556576
2.36,2.4238819479502256,2.423598820860444
2.4,2.4475508632442313,2.4472442710554465
2.44,2.470942942770614,2.470630695397914
2.48,2.494064587572766,2.493769577463149
2.52,2.5169219792200113,2.516670311774275
2.56,2.539521089727878,2.5393377622600433
2.6,2.5618676909241285,2.561770250188548
2.64,2.583967363297299,2.5839599882456867
2.68,2.6058255043616794,2.6058970047714336
2.72,2.6274473365701105,2.6275746476766093
2.76,2.648837914803606,2.6489930292400934
2.8,2.67000213346468,2.6701587082805127
2.84,2.690944733199271,2.691082001675459
2.88,2.711670307270364,2.7117741922092065
2.92,2.732183307604742,2.732245799858502
2.96,2.7524880505327785,2.7525059202981423
3.0,2.772588722239781,2.7725622014520632
3.04,2.7924893839461173,2.792421078631276
3.08,2.8121939768321407,2.8120880560003245
3.12,2.83170632672287,2.8315679482893734
3.16,2.851030148546344,2.850865062221418
3.2,2.8701690505786455,2.869983323191187
3.24,2.8891265384877327,2.8889263596113652
3.28,2.907906019187411,2.9076975567403642
3.32,2.926510804512038,2.9263000890967987
3.36,2.944944114721886,2.944736937796177
3.4,2.963209081848431,2.963010896900897
3.44,2.981308752888267,2.9811245711896848
3.48,2.9992460928537876,2.9990803664941907
3.52,3.0170239876882796,3.0168804727581673
3.56,3.0346452470525893,3.034526839099523
3.6,3.0521126069900983,3.0520211392581844
3.64,3.069428732476328,3.0693647247530587
3.68,3.0865962198591106,3.086558561607121
3.72,3.1036175991949277,3.103603144631137
3.76,3.1204953364866572,3.120498379911067
3.8,3.1372318358276905,3.137243421785453
3.84,3.1538294414570807,3.1538364427463668
3.88,3.1702904397301115,3.1702743023483513
3.92,3.1866170610084334,3.186552059918323
3.96,3.202811481473672,3.202662238398803
4.0,3.2188758248682006,3.2185936779578674
