x,Rzeczywiste wartości,Wartości z wyrażenia
0.0,1.0,
1.0,1.3817732906760363,0.887403680379256
2.0,0.4931505902785393,0.4925399589981224
3.0,-0.8488724885405782,0.4458562460223197
4.0,-1.41044611617154,-1.4670617847270842
5.0,-0.6752620891999123,0.011465789147904581
6.0,0.6807547884514401,0.04743794403549413
7.0,1.4108888530620938,1.2716096391609013
8.0,0.8438582128147682,0.29627008411050415
9.0,-0.4990117766429203,-0.2611754669910568
10.0,-1.383092639965822,-0.06158010463228471
11.0,-0.9955645085626527,-0.05569936040789994
12.0,0.3072810407320572,0.11404387457018542
13.0,1.327613818276837,1.343042280409141
14.0,1.127344573902704,0.01993827255759288
15.0,-0.1094000727017045,0.01694590794771128
16.0,-1.24556279698845,0.015369835196989201
17.0,-1.2365608299311537,0.014383645124797326
18.0,-0.0906705385275958,0.013732478210149987
19.0,1.1385818278496216,0.013317934821204039
20.0,1.3210273125410197,0.013093859622084467
21.0,0.2889263783117877,0.013032951761600256
22.0,-1.008812135685041,0.013113081537412627
23.0,-1.3790534245085682,0.013308895310654906
24.0,-0.4813993546696269,0.01358275565230671
25.0,0.8588510617657006,0.013869787492578556
26.0,1.409477772808243,0.014047203930706575
27.0,0.6642371196706668,0.013860890674195686
28.0,-0.6917000780056975,0.012710095699898685
29.0,-1.4116914139019678,0.008678605002298959
30.0,-0.8337801742052777,-0.8420919867074464
31.0,0.5107047124814663,-0.02214640789009259
32.0,1.3856500417482007,1.5735185147103175
33.0,0.9866351128842077,0.11013089364620976
34.0,-0.3194875886645814,0.07608321683513804
35.0,-1.3318748745876576,0.028038043556724485
36.0,-1.1197425430705206,-1.1023798048588271
37.0,0.1218759185883439,0.44695194867486765
38.0,1.2514422227566802,0.4924457732397016
39.0,1.230438318644025,0.8867401331093705
40.0,0.0781750988270869,1060.1289770856058
41.0,-1.1459619463285353,-0.8395899042652699
42.0,-1.316506862903985,-0.42016917534272946
43.0,-0.2766614411079726,-0.28302876803071
44.0,1.0175452337531048,-0.21575940690323922
45.0,1.3762255133518482,-0.17613250861301039
46.0,0.4696104027640309,-0.15017091880600564
47.0,-0.8687623464057047,-0.13193058102550062
48.0,-1.4083990007928664,-0.1184632709256572
49.0,-0.6531601090158348,-0.1081443225588666
50.0,0.7025911747881846,-0.10000672627953786
51.0,1.4123833726571573,-0.0934399470220933
52.0,0.8236368112447798,-0.08804006814529561
53.0,-0.5223576360302847,-0.08352952846149525
54.0,-1.3880988817147666,-0.07971149372175246
55.0,-0.9776284170966641,-0.0764426217603492
56.0,0.3316691056356723,-0.07361612825972996
57.0,1.3360315822170186,-0.07115088481299477
58.0,1.1120527835333565,-0.06898418705940115
59.0,-0.1343422158367073,-0.0670668305458172
60.0,-1.257223601517373,-0.06535968004275669
61.0,-1.2242194059466605,-0.06383123015943329
62.0,-0.0656735343256366,-0.06245583889763508
63.0,1.1532522818853566,-0.06121242726833216
64.0,1.3118832686263406,-0.06008350752252756
65.0,0.2643748282519314,-0.05905444681312186
66.0,-1.0261986099903169,-0.058112901924093914
67.0,-1.3732897787648275,-0.05724837981416666
68.0,-0.4577846581932506,-0.056451891589356235
69.0,0.8786055659390843,-0.05571567627035022
70.0,1.407209884644189,-0.05503297665503355
71.0,0.642031925088304,-0.05439785329648187
72.0,-0.7134272255118461,-0.053805020981933446
73.0,-1.4129646751146234,-0.05324981485698872
74.0,-0.8134289186374698,-0.05272767261372571
75.0,0.5339696343153189,-0.05223461802419954
76.0,1.390438968005738,-0.0517665947815477
77.0,0.9685451268495149,-0.05131945964322097
78.0,-0.3438246372574526,-0.050888644740503794
79.0,-1.3400836154984714,-0.05046863152968661
80.0,-1.1042758977624227,-0.05005195872900607
81.0,0.1467979877471773,-0.04962711199238554
82.0,1.2629064803156285,-0.04917335555732814
83.0,1.2179045790735235,-0.048645428783560464
84.0,0.0531668244859534,-0.04791281655988291
85.0,-1.160452263342629,-0.04633593468201894
86.0,-1.3071568919538017,-1.1299655536965338
87.0,-0.2520675023655105,-0.050719176608987004
88.0,1.0347715864287854,-0.04905497707035428
89.0,1.370246450754122,-0.048061023459639675
90.0,0.4459230474713878,-0.04663275814803716
91.0,-0.8883799491770447,-0.028549033917053688
92.0,-1.4059105175261437,-0.05098978403692656
93.0,-0.6308534397502457,-0.04928490662818137
94.0,0.7242073812023333,-0.04862688503544618
95.0,1.4134352757309407,-0.04821798898095586
96.0,0.8031572961432609,-0.04791217556755126
97.0,-0.5455397975688921,-0.04766157191324373
98.0,-1.3926701172818823,-0.04744546981504827
99.0,-0.9593859537932148,-0.047253260224291965
100.0,0.3559532311779251,-0.047078838960395435
